"","1","2","3","1|2","1|3","2|1","2|3","3|1","3|2","","",""
"result.299",0.34541425,0.36964,0.7837255,0.0939246817584212,0.586092075456748,0.0941870089194554,0.20126856313681,0.775191709611639,0.849919815492775,89,69.8890633972121,67.399815909915
"result.300",0.40935025,0.3331765,0.7657435,0.264134214476235,0.677366596859267,0.247539224560843,0.298002020888108,0.77619215615123,0.776933678378833,88,46.6314232222982,70.225543729178
"result.301",0.41534425,0.30445525,0.43782175,0.241492831739918,0.182067619099882,0.211471724099015,0.319198016970233,0.256791927187066,0.532939767792968,50,10.2141277868017,55.7193745610912
"result.302",0.79846075,0.301708,0.1993105,0.724796365879162,0.551557430446862,0.542979544619475,0.427347132377504,0.356905151851112,0.231691568127187,65,26.7250769876881,63.8048755244865
"result.303",0.35690275,0.19356625,0.97028875,0.13073919547189,0.98978764324545,0.102951642508722,0.0513953568362629,0.997641878057619,0.989578633980446,64,20.7250769876881,62.7681166240347
"result.304",0.1173925,0.973036,0.495514,0.561626637457002,0.0274083445743842,0.934897961590969,0.973931327789712,0.0673148679978643,0.249747185577945,85,37.3346018082135,69.4096186347691
"result.305",0.601408,0.38087875,0.30845125,0.512741687700598,0.374523512165626,0.458151375852857,0.475529728260853,0.275605985405499,0.352620127782759,57,18.5438077407661,59.6645727482901
"result.306",0.71804125,0.485524,0.16309675,0.710881497392064,0.195610575290522,0.559977808689143,0.583139346843738,0.135148853185481,0.168989065144397,49,5.18126924692202,56.9058280767852
"result.307",0.91634275,0.68507425,0.05970025,0.944134850825391,0.61579307144081,0.860998267636087,0.714047104610452,0.157306946946974,0.0408694710693885,68,6,66.9055227971699
"result.308",0.94181725,1e-05,0.185824,0.459333438380064,0.834794262188099,9.58264675723072e-05,1.09969887702092e-05,0.65145308858295,0.347437770007961,74,15,68.5099249787573
"result.309",0.97578325,0.31594375,0.03472525,0.971096383176966,0.803742405403691,0.45639513493586,0.378071026735066,0.306240060934516,0.0419579895543412,67,8.18126924692202,66.7506313705144
"result.310",0.99226675,0.67458475,0.006004,0.998796780497382,0.720924683909968,0.994774965407672,0.574919276994618,0.133464336979951,0.00447269937535395,78,39.5438077407661,69.0408158281406
"result.311",0.76199725,0.5489605,0.265744,0.805279961604358,0.669366131914722,0.597506384470275,0.610158408468554,0.495857629682064,0.224889154823677,69,3,67.0894300818094
"result.312",0.78497425,0.392617,0.05270725,0.783300698558241,0.182298217632763,0.490459364295784,0.396266321924103,0.0366925336384392,0.0601120534856878,76,9,68.9755229287085
"result.313",0.17658325,0.6138955,0.87588325,0.173291959919007,0.570766551341291,0.402251723203032,0.494076559377662,0.745801710690287,0.884414127712672,56,3,60.0783065939745
"result.314",0.24901075,0.61414525,0.955054,0.162372283729946,0.784709756477803,0.210277100934503,0.290444810605562,0.969638584848984,0.965540922356782,90,81.3676555925545,63.7756928176236
"result.315",0.8326765,0.7947145,0.1553545,0.948005870440396,0.576725594957691,0.946355861547895,0.870763342469658,0.340689420327312,0.0910957575444112,64,17.181269246922,64.5614975529365
"result.316",0.9056035,0.708301,0.055954,0.965846757939659,0.483758150238596,0.924844155501366,0.876333554162567,0.167317275319251,0.0409419049625372,60,15.5438077407661,63.0928534692874
"result.317",0.58667275,0.5030065,0.2083015,0.583891070076713,0.250065710597664,0.544749707240841,0.604724089318787,0.177471868234777,0.208159928957206,85,42.1204740214118,69.9420878844028
"result.318",0.83042875,0.035974,0.2033065,0.639853208954567,0.63110689744504,0.0628503701285254,0.0330103902170452,0.468038184015915,0.266173214912803,70,16.7579355275677,67.0031906330304
"result.319",0.550459,0.58417525,0.3901195,0.53487852704769,0.366943846223474,0.591394739585763,0.63946554675806,0.38391639126476,0.423592848361102,67,3,66.1793396039299
"result.320",0.504505,0.305704,0.95030875,0.345178869542098,0.992964486234199,0.263875366577707,0.187056728547844,0.997682311038762,0.975521728492327,62,21.5438077407661,62.1196062111476
"result.321",0.9565525,0.40535425,0.01424575,0.946388061154824,0.196822707907469,0.513798190543178,0.528823823862628,0.077249779653252,0.0147045874429299,60,3,64.2068377594782
"result.322",0.1094005,0.7407685,0.90285625,0.08506556722261,0.3662486254635,0.213732936471778,0.552111454518075,0.653641240684331,0.86303480741216,105,92.5612365206594,70.1214377229381
"result.323",0.09816175,0.70455475,0.76699225,0.0936503967079414,0.104720374273118,0.527786308537697,0.704315827593921,0.206042493655626,0.754520943209277,68,6,65.4411527440161
"result.324",0.69656275,0.55570375,0.415594,0.882381569575321,0.680321745710251,0.869622115368998,0.592300428207901,0.564124580465376,0.404188471529951,97,91.2197409937406,68.0010797445821
"result.325",0.52173775,0.8067025,0.247762,0.632834923562676,0.247202695825597,0.831609193948627,0.809860443721805,0.0972919085126974,0.218455274945603,74,12.5438077407661,68.0857873597235
"result.326",0.56769175,0.3701395,0.4100995,0.44158040341274,0.488796233001882,0.421082146083253,0.40712447461305,0.421425304937196,0.461061189701977,74,43.6034865366676,65.5039967971777
"result.327",0.186823,0.8826265,0.65760175,0.475768180116593,0.145423181744733,0.765489289277492,0.894166782489097,0.359642744680204,0.517855888902226,90,57.213011357193,69.7323988767895
"result.328",0.97903,0.61814125,0.03222775,0.984535737938849,0.889296908871926,0.752814749885857,0.719701096677707,0.319611175766906,0.0250217109238669,66,3,66.5557627693512
"result.329",0.080929,0.9125965,0.86039875,0.169668697786109,0.177632849434465,0.80119911049705,0.881160564650439,0.419383196639383,0.794219265871096,71,9,66.489548365092
"result.330",0.8017075,0.15710275,0.21904075,0.730855761847793,0.756131200408673,0.204693767710306,0.173416696087108,0.371118209766935,0.246040104854605,61,6,64.0750001060742
"result.331",0.7297795,0.0934165,0.414595,0.386447824724432,0.787958204190373,0.133786120320706,0.124178959430728,0.70475154469588,0.561547635010313,56,22.7579355275677,58.8848765795025
"result.332",0.2852245,0.61064875,0.7617475,0.293441819052825,0.503331571330334,0.445630099481201,0.542802750012961,0.655974928182125,0.75716009304073,69,27.3953970337237,64.5284066344926
"result.333",0.103906,0.8496595,0.836173,0.236574042800699,0.233044401025161,0.491117916899071,0.706743465777755,0.475559059198203,0.705117236573042,76,40.2080895029439,65.3968427342994
"result.334",0.76449475,0.83917,0.206803,0.834464487328373,0.49114233989325,0.904838811919751,0.842622084932234,0.289240525621409,0.160101395675139,53,3,60.1714044473109
"result.335",0.871138,0.6558535,0.10565425,0.896153067421531,0.591326362183087,0.720204634374561,0.751433145482474,0.269736871903673,0.085951504011939,66,3,66.2927096492776
"result.336",0.6069025,0.2063035,0.32043925,0.523277658072466,0.338259743184953,0.22935041228233,0.216225456140987,0.295517845096652,0.369504132566096,54,3,60.3647053243213
"result.337",0.8406685,0.4370725,0.20555425,0.826975206255537,0.746431891211972,0.643278069665319,0.469314296660868,0.494898735746807,0.216269381267511,71,19.362538493844,67.2995787153646
"result.338",0.141868,0.5739355,0.785224,0.134526269483364,0.183813018323327,0.436222141046687,0.537994446598032,0.405467999703297,0.778543769036783,63,3,63.988320937993
"result.339",0.182827,0.00725275,0.5389705,0.0785353313749965,0.0425191978592801,0.00515833463334887,0.00821103335186508,0.104981365203892,0.553207266930951,67,3,65.7040743426692
"result.340",0.7137955,0.0944155,0.28547425,0.701091717158143,0.475905155005999,0.118158160182925,0.0932661989751682,0.415373666616275,0.266204679476804,51,3,58.946214724719
"result.341",0.880129,0.08667325,0.263746,0.488023664281859,0.869181999607462,0.280284416481815,0.12052929406052,0.575305666945347,0.451020735593313,104,104.113987239963,70.233774630158
"result.342",0.297712,0.73302625,0.823186,0.362968799826728,0.742080843617354,0.626918728425568,0.574611892013172,0.865326195431356,0.782300407435068,54,9,58.7712321166671
"result.343",0.80145775,0.61414525,0.1823275,0.839482615105542,0.580593202497225,0.766730734508879,0.662989927627586,0.39253604965791,0.172818953126943,59,12,62.781459288489
"result.344",0.46079875,0.85640275,0.5639455,0.570879647347554,0.495409917837881,0.85583857740742,0.864469254646081,0.521847449368097,0.48194592754791,69,3,66.878145134369
"result.345",0.95979925,0.51874075,0.17308675,0.958770012188137,0.937580897286497,0.70693407064832,0.533694461685575,0.839206184546637,0.193285892773387,64,6,65.749136187053
"result.346",0.847162,0.0164935,0.16009975,0.445040338979235,0.639640449758301,0.03765738200105,0.0293960580798676,0.405809947411858,0.298641519807036,55,17.181269246922,60.098729694839
"result.347",0.15460525,0.87688225,0.697312,0.34772558587517,0.153650683478725,0.677137251916718,0.789391576256741,0.321074813687913,0.612040305651044,83,36.2688847284541,69.2072428776546
"result.348",0.88687225,0.22903075,0.13962025,0.851895117394239,0.73543733346312,0.723928963204063,0.346041234070975,0.376185656030345,0.188608870278415,82,68.7516729949145,66.4367589302955
"result.349",0.98477425,0.2962135,0.02173825,0.974530132824314,0.849081664016606,0.405534977434602,0.336991283002875,0.36631815604154,0.0351571181662364,65,3,66.3381418535389
"result.350",0.5949145,0.1943155,0.49326625,0.537415824767305,0.689226244216895,0.231987537726075,0.241927747613733,0.635643890143738,0.502449372324008,69,3,67.0248497535691
"result.351",0.145864,0.2792305,0.643366,0.0598887196717993,0.0811986075529253,0.0827337306124446,0.23961738015839,0.217494086944016,0.675986205857682,84,33.2409480428236,69.6887102188037
"result.352",0.6878215,0.467542,0.1343755,0.669248380810925,0.176525156026331,0.524767921425121,0.581169975229183,0.07398696855278,0.132909497122348,61,3,64.1271813453032
"result.353",0.73452475,0.298711,0.47778175,0.637718553432586,0.852541476197958,0.473202988351145,0.296540242929757,0.741599260503399,0.542853764619334,76,44.8455510090999,67.1908041280576
"result.354",0.1553545,0.42783175,0.97428475,0.0225716946200659,0.699515504054285,0.0314724345737592,0.147797443132407,0.962711457074651,0.982319176879846,87,62.5595256509644,67.8271644122377
"result.355",0.0734365,0.64911025,0.92183725,0.0809922827247312,0.439246041720898,0.430566817478708,0.527882654760271,0.54700862379347,0.914549736841255,53,5.18126924692202,57.7611632290629
"result.356",0.002008,0.995014,0.99076825,0.0700866035920752,0.00911586793470578,0.646667123287662,0.973649237879887,0.69902279137574,0.919133473986799,89,56.2906409225102,67.8225442122175
"result.357",0.13862125,0.763246,0.66859075,0.184968807156299,0.100180318131254,0.472356878139205,0.779039257501465,0.362955344345956,0.610123459164694,94,66.0484944089992,70.3844250544724
"result.358",0.9245845,0.818191,0.06119875,0.973842234450671,0.646495327114644,0.93460656232452,0.893084564410333,0.287870673342268,0.041987624253041,63,11.181269246922,65.00355819201
"result.359",0.510499,0.64611325,0.31744225,0.640418371942856,0.238050281496922,0.682631060860207,0.706568892542051,0.232306358677942,0.267869062584993,75,37.6314232222982,67.0503231698225
"result.360",0.28147825,0.13462525,0.5669425,0.145441037251465,0.191196393823266,0.0772838203014866,0.134307798360366,0.271850205392117,0.642980647745292,66,6,65.4417784791603
"result.361",0.99901,0.04821175,1e-05,0.99901,1e-05,1e-05,1e-05,1e-05,1e-05,65,6,66.7944253795926
"result.362",0.263746,0.67908025,0.64161775,0.281993543262602,0.207995689801505,0.606994767473374,0.629327051636337,0.283448974826734,0.600109745949941,59,5.18126924692202,62.3112388410086
"result.363",0.51574375,0.63362575,0.531478,0.544856789121842,0.567140452193986,0.638510098010252,0.601027390477694,0.571008628517267,0.505875046438189,54,6,60.0656346572308
"result.364",0.886123,0.15910075,0.174835,0.812334523247603,0.797947208682435,0.267450538144063,0.229375346878628,0.531291842111535,0.220866798878159,68,14.181269246922,66.7282936922166
"result.365",0.1893205,0.69906025,0.546463,0.210193395186482,0.0885541596189505,0.616518898754581,0.750706290378653,0.195562224912089,0.546848237064604,78,3,69.3020200631372
"result.366",0.29746225,0.9555535,0.4810285,0.784861733878608,0.191833275137516,0.972530226399526,0.968743980391066,0.295153972917629,0.39021180242657,87,59.762775340738,69.1301106283454
"result.367",0.35640325,0.0134965,0.69931,0.19770213950671,0.534694738912041,0.0193372371639725,0.00818084637562539,0.640312766993354,0.750715527664715,64,3,64.9708997275946
"result.368",0.927082,0.37688275,0.0494605,0.914590102316755,0.427072698833586,0.583885743649078,0.487118110441891,0.205716667614716,0.0489461531058235,63,17.181269246922,64.8762483746128
"result.369",0.99901,0.00225775,0.01324675,0.997186747835034,0.998759718721542,0.164769783412479,0.000308294638797145,0.395991694803098,0.00169582340823293,88,88.1201309855718,66.7981654995344
"result.370",0.71304625,0.206803,0.1843255,0.620089075211708,0.411543867199623,0.271807995778381,0.270463304620412,0.192421384664923,0.228159856000615,54,9,60.338319498827
"result.371",0.4800295,0.65959975,0.50725225,0.481000456516793,0.431654368257182,0.668782695266111,0.635513710685847,0.46184984582634,0.510319054895239,69,5.18126924692202,66.9274794394927
"result.372",0.96329575,0.231778,0.0374725,0.959249183780518,0.594414289705303,0.41211044337383,0.224145261887967,0.347713340069521,0.0490600206124832,59,3,64.0988887346085
"result.373",0.99776125,0.0294805,0.01124875,0.998813294858342,0.998620796996142,0.00433815909611973,0.0291225635635246,0.978569962251453,0.0151831484395966,48,18.3953970337237,57.7463156506994
"result.374",0.65610325,0.70755175,0.27398575,0.722702839985768,0.394006783271169,0.779753438245978,0.751036014162796,0.271320141354578,0.219372607989506,50,3,58.4159317928027
"result.375",0.098911,0.533476,0.96379525,0.0506835712924159,0.619400511469368,0.179330471276572,0.348123793661909,0.920957527952154,0.973660087595145,73,27.5438077407661,66.3765319057053
"result.376",0.65010925,0.53922025,0.477532,0.717759553142597,0.694156529593536,0.711623381208765,0.502466811467279,0.615639881994793,0.462425127040604,80,50.9391227334109,68.2092390229108
"result.377",0.8486605,0.29971,0.087922,0.828087167620491,0.395734871358013,0.604075989178033,0.545843847959798,0.153613831852561,0.0965372811554202,56,30.6642817621778,58.6248978573444
"result.378",0.67258675,0.06719275,0.450559,0.531939498130379,0.699412870828527,0.0668309752340811,0.0859303514378777,0.753370964025228,0.506048831530998,63,3,65.1009285060863
"result.379",0.69756175,0.16609375,0.98677225,0.254172922248181,0.999009426351699,0.146451356271967,0.00522194715727406,0.998988157872236,0.995709586732237,100,95.4138602021469,69.8673541951683
"result.380",0.1513585,0.6688405,0.61264675,0.170743938158537,0.151624840911882,0.364961222233679,0.602666697919746,0.219512667583065,0.555195912886432,83,37.7030965448365,69.3515500911002
"result.381",0.26499475,0.030979,0.6258835,0.119732162231023,0.285373048656941,0.0180917775854615,0.053761026944988,0.371208152153884,0.712516002501761,72,11.181269246922,67.4809910821047
"result.382",0.80795125,0.03997,0.54021925,0.191468004755396,0.950102610202013,0.0405891774782448,0.0249764802450427,0.912007687313525,0.855773009426078,61,41.8176143234693,59.0340404388129
"result.383",0.03122875,0.9095995,0.876133,0.0569941045834718,0.0139004111465985,0.850094574654066,0.856451367266348,0.0904097495168568,0.823729491753319,51,3,56.7793991980064
"result.384",0.916093,0.07218775,0.21354625,0.733941177250799,0.892029322239102,0.238320929581127,0.0745277022338828,0.628412664061948,0.30592408451788,72,50.394280604115,65.4821419655063
"result.385",0.868141,0.83742175,0.0484615,0.942672965556411,0.166007153299868,0.918758309483125,0.855212530373984,0.0736323513012842,0.0307534781546444,61,9,64.3907450441177
"result.386",0.99326575,0.03172825,0.00875125,0.985042891172162,0.768523706266426,0.0785977290219844,0.000269023154786819,0.357508412556051,0.0172213404028175,43,3,55.7788854877237
"result.387",0.1903195,0.4370725,0.9165925,0.144287981468445,0.852054043944467,0.276126235660794,0.268949448117782,0.93615789718942,0.931535156840424,49,3,56.5177219280621
"result.388",0.11464525,0.88737175,0.903106,0.22936841979393,0.353384267173824,0.757667171015463,0.814427527809102,0.72936292778174,0.850512715760155,67,12,65.26526232965
"result.389",0.713296,0.66759175,0.21054925,0.794533019032505,0.352727183366018,0.794186659378185,0.801235752222216,0.257767913185701,0.188105308055592,53,12,59.5058219274906
"result.390",0.874135,0.298711,0.15360625,0.850213109291873,0.774120166679929,0.675812905975098,0.373950883509879,0.429609782009988,0.187277968970775,58,29.181269246922,60.737881703792
"result.391",0.25950025,0.62663275,0.9495595,0.196832521356128,0.886448150295181,0.274959391161485,0.256843831935326,0.967828778885136,0.958294380991905,78,68.2635596717273,61.4704114746528
"result.392",0.62763175,0.4900195,0.3801295,0.723395383341519,0.636598531804544,0.678071597265563,0.450457666869085,0.432452228841053,0.379843849419265,94,85.4648374970446,69.0380915585283
"result.393",0.6738355,0.343666,0.228781,0.663058682062919,0.315379195781474,0.396486831621526,0.39419193401321,0.219588512931808,0.22225218527812,56,6,61.817892868379
"result.394",0.59466475,0.3861235,0.2033065,0.510916440111516,0.160116818890101,0.423760610694611,0.425324464926223,0.0858873727080277,0.224165072768364,51,3,59.0601293580832
"result.395",0.0624475,0.86938975,0.84591325,0.129101909669532,0.060472105986486,0.560785415573202,0.748572532646328,0.28374001479936,0.773527298561468,63,16.362538493844,62.6037016533431
"result.396",0.56069875,0.43732225,0.4840255,0.541511503064737,0.593732608154723,0.400137244034892,0.413931771274764,0.620089216250303,0.502458024050516,68,7.36253849384404,66.6864656786253
"result.397",0.71704225,0.2802295,0.5279815,0.556646600017254,0.791407457598721,0.456849932003356,0.277723189806903,0.696916904802595,0.591081760600525,84,72.4887898043525,66.6066276314246
"result.398",0.361648,0.57418525,0.328681,0.344031172706863,0.0596414343917266,0.463252941951383,0.62160574221306,0.0808073542335305,0.311162022650375,58,20.181269246922,60.454648612268
"result.399",0.93232675,0.05220775,0.082927,0.719141259451495,0.700431538881343,0.247412404960751,0.120683804168391,0.287681895788608,0.160644305796754,75,54.933166490632,66.7118259171299
"result.400",0.85939975,0.1094005,0.5060035,0.420527396027913,0.922775033115827,0.250455739116923,0.0922711002634162,0.77958636753451,0.703454941145561,114,124.283550213868,69.6050452155782
"result.401",0.0045055,0.87738175,0.99176725,0.00786609402954115,0.225222070473604,0.481635886364398,0.762051048511323,0.62561286213161,0.98676894693802,59,6,60.478909170435
"result.402",0.491518,0.3891205,0.634375,0.362609774493563,0.682404490958914,0.311491434799472,0.323199418580298,0.716021562434131,0.68106178354554,65,42.6642817621778,60.748873429634
"result.403",0.7867225,0.460549,0.19356625,0.828212970581679,0.55486860193004,0.759944143484302,0.591350173841493,0.352224767251471,0.193332168888694,49,18,56.0753128659527
"result.404",0.238771,0.7387705,0.51524425,0.297825869268754,0.0628426866922574,0.675922415564088,0.760438483841728,0.0900279287674679,0.433046293609108,56,5.18126924692202,60.9033050153582
"result.405",0.062947,0.8916175,0.70655275,0.159211297130424,0.0480360502973906,0.386792312140025,0.8613926283808,0.148025098331074,0.439502785733201,91,80.6083911621786,65.3919024034223
"result.406",0.99776125,0.15160825,0.00325675,0.995182965950886,0.998812699250566,0.602369645742454,0.375331315988774,0.2151577098785,0.00230799133021102,69,35.7250769876881,66.9531762003921
"result.407",0.905104,0.090919,0.541468,0.656439640225928,0.983498329975817,0.318042695452558,0.0669155947775815,0.898527767529153,0.631024835595398,87,72.8772931193708,69.3127772431054
"result.408",0.4980115,0.45080875,0.232777,0.465319992367691,0.10495144205851,0.461891904118149,0.516832596964386,0.0644450220126331,0.239057312921302,68,9,66.5964544690573
"result.409",0.793216,0.868141,0.06319675,0.858857447134641,0.218807987226259,0.898415130768636,0.864209329878889,0.079886335936313,0.0524364798094827,71,9,67.8400037848817
"result.410",0.13412575,0.07218775,0.6708385,0.0648905724640628,0.0871643287927837,0.0666361377451085,0.079300697180037,0.191253431449716,0.704975094813069,63,3,64.3145776642094
"result.411",0.383626,0.9775315,0.52873075,0.683772648462868,0.32707089221437,0.972332580367786,0.98692528000915,0.34922895651663,0.4323522833223,69,15,66.5217769889952
"result.412",0.12013975,0.96729175,0.47278675,0.863039015481769,0.0363074247316112,0.96616002180095,0.979118580567323,0.123288109520398,0.181672123727572,99,94.2398143844767,66.9841325933655
"result.413",0.1393705,0.02523475,0.9026065,0.0360335556558157,0.55895580627363,0.00988116039748982,0.0095602694184844,0.689410997191029,0.944886427921054,55,3,60.3227692959064
"result.414",0.701308,0.321688,0.50225725,0.621539153241551,0.803826322025608,0.432498417839917,0.326003339864571,0.758459774457433,0.517309431431545,66,28.7579355275677,64.8549215865985
"result.415",0.0694405,0.814195,0.96904,0.0798689975133943,0.339267967387833,0.146167141806461,0.523747402001277,0.894993375768106,0.947479860187987,102,94.0903044765638,69.0707552284342
"result.416",0.81694225,0.36339625,0.236773,0.832374399789502,0.740722041476423,0.749855799524407,0.419776360034525,0.39980479274153,0.244067799165772,93,81.366119669689,70.2517809785594
"result.417",0.4770325,0.6009085,0.36389575,0.506963701553141,0.347436214088095,0.582026221800297,0.673914405584148,0.258358325791834,0.356212582520232,66,6,66.0247312922051
"result.418",0.87788125,0.3691405,0.1943155,0.897238079304631,0.832371498545585,0.734810808545832,0.444569249208454,0.548429181504993,0.230414326979034,55,24.5438077407661,59.8099798138661
"result.419",0.6898195,0.39736225,0.35740225,0.625160338275824,0.642166126007129,0.490053630023978,0.413512696121939,0.532258572173122,0.391333733177827,59,17.181269246922,62.5252598571079
"result.420",0.55170775,0.26949025,0.45930025,0.400790182917381,0.5410248368785,0.26352097686042,0.291746971957659,0.483692859083298,0.539557560016392,63,20.181269246922,63.9764324277226
"result.421",0.51074875,0.5239855,0.39236725,0.49930751629911,0.366218974230797,0.530057553253491,0.555064781153915,0.299875410628922,0.392117628949552,67,36.3893587498659,63.8929207385677
"result.422",0.22453525,0.735274,0.93632275,0.300236911594627,0.87859353584798,0.592204444254822,0.553859911848873,0.965261222042539,0.919897731732241,64,8.18126924692202,64.7383135912939
"result.423",0.99226675,0.0154945,0.06319675,0.952061831684942,0.982976235893719,0.229588361020643,0.0465585353355868,0.700092425618514,0.0675454171458906,73,52.2787284369524,67.3109103917658
"result.424",0.247762,0.34541425,0.91084825,0.00135004045846365,0.700017593620239,0.00104207995128519,0.0529571536846985,0.897494403373282,0.983026568103578,96,94.4089641257835,65.5415795600656
"result.425",0.41134825,0.8756335,0.27548425,0.895600855305407,0.191092861239908,0.954898113213105,0.931574435105058,0.187148187552374,0.183247110079194,96,85.0324702089265,69.9318738692179
"result.426",0.48477475,0.1303795,0.2932165,0.373816597614736,0.136167911618112,0.104767854865318,0.166831970190598,0.0970820181784864,0.293937572614269,61,3,64.1823070307825
"result.427",0.826183,0.68057875,0.03772225,0.91086625174514,0.140491955321394,0.86627638288634,0.807556235436587,0.0292336813576214,0.0246661101722184,66,22.362538493844,65.8165207426801
"result.428",0.93632275,0.03772225,0.38237725,0.694081991754645,0.975665299067407,0.182356763845447,0.0478961085375778,0.935520719885367,0.553560406958201,68,38.3017432683338,65.817745458211
"result.429",0.4470625,0.423586,0.9565525,0.30086380425349,0.905110174334071,0.281319418296501,0.203910018817935,0.989632585923498,0.977327358150703,85,72.9489664419091,66.5643718513167
"result.430",0.00575425,0.8116975,0.9855235,0.00469600475533757,0.0830690392565943,0.312032265615002,0.650508436385655,0.492706860738444,0.981050436617382,59,9,60.6253690904658
"result.431",0.98377525,0.534475,0.00725275,0.982045169215185,0.58743568884562,0.742922486522167,0.596322015191296,0.101688266327403,0.009858765844749,62,6,65.4587865513064
"result.432",0.277732,0.9595495,0.40135825,0.616517967034903,0.0363264004666802,0.950355879470722,0.977040066504495,0.0315322294710502,0.161387562238569,47,3,55.8490329797055
"result.433",0.37738225,0.73402525,0.862147,0.474121057763094,0.963328621354948,0.685450680247566,0.704632119579257,0.968780161603416,0.865323534696379,53,6,59.6706195039124
"result.434",0.494515,0.4270825,0.12063925,0.481541571266687,0.0252965187995577,0.385854870755898,0.517061468741667,0.0291470267220419,0.141538491709329,78,6,69.5869958162582
"result.435",0.543466,0.52923025,0.49276675,0.540900195982297,0.614188308970383,0.525667447326303,0.47791484465609,0.542524413735168,0.517202757380773,51,3,59.215472291744
"result.436",0.97178725,0.33442525,0.056953,0.986599695425908,0.832242299844694,0.876964584129698,0.459635606097651,0.378624008673006,0.0651966600028426,86,64.9719812732906,70.2902077630319
"result.437",0.78647275,0.63762175,0.16959025,0.909412851570551,0.588892099740556,0.874439498707915,0.692504048568049,0.263984296005774,0.155995909154188,73,48.5158710551355,66.199087671028
"result.438",0.34591375,0.67808125,0.6308785,0.429064523713311,0.430947538199539,0.608096262511991,0.662438452972477,0.44151373066857,0.582392003757766,61,14.181269246922,63.1939488054646
"result.439",0.8716375,0.06569425,0.4690405,0.464808911495544,0.955872114195899,0.21518247008397,0.0579748116793447,0.879209308086529,0.69645941218622,54,36.3674603480931,56.0224998498988
"result.440",0.20355625,0.03872125,0.80345575,0.0222781905743907,0.420957852581867,0.0092485327221165,0.0327128174641477,0.591810685708101,0.895919229780221,62,17.181269246922,63.0466255926999
"result.442",0.51174775,0.733276,0.150859,0.686717782656207,0.128456065647776,0.782689167525287,0.796191296307968,0.0754029320184858,0.11854105435536,78,40.0876154815321,68.5310988931559
"result.443",0.8326765,0.427582,0.1453645,0.826812994991304,0.503882273816475,0.532465940231624,0.479114518460175,0.355306857001579,0.131566485633773,49,3,58.7897959683267
"result.444",0.08867125,0.831178,0.98727175,0.129173049162867,0.75849579390518,0.662871886025297,0.724447566545296,0.967202211759365,0.984195045320596,74,14.181269246922,67.8812780999572
"result.445",0.542467,0.37188775,0.2352745,0.428656072114704,0.301461010665807,0.350784197136312,0.43816487609356,0.175030636905266,0.275212681253441,73,48.8564291061279,65.4711578604826
"result.446",0.163846,0.9525565,0.78747175,0.333574814860162,0.277927224021126,0.902472156856804,0.91325169820343,0.390180968354215,0.662237475946322,51,6,57.767646557878
"result.447",0.32968,0.7457635,0.44481475,0.536634773789502,0.185083888132543,0.661622065579237,0.795282565799257,0.269956194434877,0.361331503374529,87,72.8772931193708,67.7165516688863
"result.448",0.3631465,0.3951145,0.68207725,0.332203645961534,0.578248299984562,0.381994794760995,0.378678511334456,0.658588085734894,0.707693795612318,56,3,61.7200119755617
"result.449",0.675334,0.23102875,0.35989975,0.614528595735183,0.601693042154391,0.255257800965982,0.299758205102083,0.518907094386809,0.381292836394622,55,6,61.5669713879898
"result.450",0.62363575,0.65610325,0.4130965,0.725139087215917,0.578739463853932,0.744678326463355,0.656920948467139,0.504113159007473,0.375437906221216,64,18,64.9377100284639
"result.451",0.90035875,0.613396,0.0534565,0.979017525791002,0.62110220163227,0.953308865466587,0.761655800456991,0.207811230708474,0.0445854094033503,63,36.9392047744898,63.2209482829132
"result.452",0.01174825,0.46429525,0.97977925,0.00593710672597194,0.209552709376598,0.089212774015833,0.180970477888476,0.477689477579218,0.982470171220352,58,3,61.2447735819968
"result.453",0.31594375,0.6218875,0.6188905,0.348977307439035,0.375820908691823,0.534207017099917,0.55266346276294,0.418336359338756,0.621372450892018,58,8.18126924692202,62.2913306098421
"result.454",0.1733365,0.427582,0.782227,0.151695239443381,0.223816992141477,0.340390339389269,0.402667651321219,0.433481956019631,0.810125862013982,63,3,64.6545126893896
"result.455",0.96928975,0.03622375,0.03772225,0.921322883291732,0.760479308734083,0.144765223106811,0.0415488648158023,0.365553836337635,0.0462523791781058,55,11.181269246922,62.247424466776
"result.456",0.77198725,0.593416,0.35640325,0.826622547528209,0.754430116597489,0.799774410713027,0.654996618005333,0.703072854653891,0.344244066662358,49,11.181269246922,57.673200731865
"result.457",0.93782125,0.2712385,0.07168825,0.922548224511998,0.735676474069159,0.700152190041439,0.354925897424671,0.303206494903241,0.0924321295597466,80,57.8126924692202,68.8406961436812
"result.458",0.988021,0.474535,0.00575425,0.99095926161454,0.725923440804461,0.838837235937885,0.379290374731244,0.203009585505734,0.0061342273695774,55,14.181269246922,62.247424466776
"result.459",0.34041925,0.3961135,0.90035875,0.303934981050667,0.927351400074073,0.332078331966546,0.39766961483347,0.976079979813558,0.914525545451265,55,3,61.2136411787765
"result.460",0.98177725,0.1453645,0.08167825,0.973021006868665,0.985106435961854,0.299566592812807,0.183403084202347,0.940112947030748,0.0948208685510065,43,3,55.9350447496849
"result.461",0.72003925,0.50125825,0.307702,0.768077063622116,0.632580507606622,0.622459035788558,0.541641474089435,0.457498330148588,0.296006143139085,51,14.181269246922,58.4142508909011
